payment_id,loan_id,due_date,paid_date,amount_due,amount_paid
P0000581,L000040,2024-11-13,2024-11-16,1093,1093
P0000582,L000040,2024-12-13,2024-12-21,1093,1093
P0000583,L000040,2025-01-13,2025-01-18,1093,1093
P0000584,L000040,2025-02-13,2025-02-21,1093,1093
P0000585,L000040,2025-03-13,2025-03-19,1093,1093
P0000586,L000040,2025-04-13,,1093,0
P0000587,L000040,2025-05-13,,1093,0
P0000588,L000041,2024-12-25,2025-01-04,837,837
P0000589,L000041,2025-01-25,2025-01-28,837,837
P0000590,L000041,2025-02-25,2025-03-06,837,837
P0000591,L000041,2025-03-25,2025-03-27,837,837
P0000592,L000041,2025-04-25,,837,0
P0000593,L000041,2025-05-25,,837,0
P0000594,L000041,2025-06-25,,837,0
P0000595,L000041,2025-07-25,,837,0
P0000596,L000041,2025-08-25,,837,0
P0000597,L000041,2025-09-25,,837,0
P0000598,L000041,2025-10-25,,837,0
P0000599,L000041,2025-11-25,,837,0
P0000600,L000042,2023-03-25,2023-04-01,3977,3977
P0000601,L000042,2023-04-25,2023-05-05,3977,3977
P0000602,L000042,2023-05-25,2023-05-31,3977,3977
P0000603,L000042,2023-06-25,2023-07-03,3977,3977
P0000604,L000042,2023-07-25,2023-08-01,3977,3977
P0000605,L000042,2023-08-25,2023-09-04,3977,3977
P0000606,L000042,2023-09-25,2023-09-26,3977,3977
P0000607,L000042,2023-10-25,2023-10-29,3977,3977
P0000608,L000042,2023-11-25,2023-11-26,3977,3977
P0000609,L000042,2023-12-25,2023-12-28,3977,3977
P0000610,L000042,2024-01-25,2024-01-29,3977,3977
P0000611,L000042,2024-02-25,2024-03-05,3977,3977
P0000612,L000043,2023-04-12,2023-04-15,1777,1777
P0000613,L000043,2023-05-12,2023-05-13,1777,1777
P0000614,L000043,2023-06-12,2023-06-19,1777,1777
P0000615,L000043,2023-07-12,2023-07-21,1777,1777
P0000616,L000043,2023-08-12,2023-08-18,1777,1777
P0000617,L000043,2023-09-12,2023-09-19,1777,1777
P0000618,L000043,2023-10-12,2023-10-12,1777,1777
P0000619,L000043,2023-11-12,2023-11-18,1777,1777
P0000620,L000043,2023-12-12,2023-12-12,1777,1777
P0000621,L000043,2024-01-12,2024-01-17,1777,1777
P0000622,L000043,2024-02-12,2024-02-17,1777,1777
P0000623,L000043,2024-03-12,2024-03-20,1777,1777
P0000624,L000043,2024-04-12,2024-04-22,1777,1777
P0000625,L000043,2024-05-12,2024-05-13,1777,1777
P0000626,L000043,2024-06-12,2024-06-19,1777,1777
P0000627,L000043,2024-07-12,2024-07-15,1777,1777
P0000628,L000043,2024-08-12,2024-08-17,1777,1777
P0000629,L000043,2024-09-12,2024-09-19,1777,1777
P0000630,L000043,2024-10-12,2024-10-21,1777,1777
P0000631,L000043,2024-11-12,2024-11-14,1777,1777
P0000632,L000043,2024-12-12,2024-12-13,1777,1777
P0000633,L000043,2025-01-12,2025-01-13,1777,1777
P0000634,L000043,2025-02-12,2025-02-18,1777,1777
P0000635,L000043,2025-03-12,2025-03-14,1777,1777
P0000636,L000044,2024-05-23,2024-05-28,3275,3275
P0000637,L000044,2024-06-23,2024-06-23,3275,3275
P0000638,L000044,2024-07-23,2024-07-29,3275,3275
P0000639,L000044,2024-08-23,2024-09-01,3275,3275
P0000640,L000044,2024-09-23,2024-10-01,3275,3275
P0000641,L000044,2024-10-23,2024-11-01,3275,3275
P0000642,L000044,2024-11-23,2024-11-26,3275,3275
P0000643,L000044,2024-12-23,2024-12-28,3275,3275
P0000644,L000044,2025-01-23,2025-01-27,3275,3275
P0000645,L000044,2025-02-23,2025-03-01,3275,3275
P0000646,L000044,2025-03-23,2025-03-27,3275,3275
P0000647,L000044,2025-04-23,,3275,0
P0000648,L000044,2025-05-23,,3275,0
P0000649,L000044,2025-06-23,,3275,0
P0000650,L000044,2025-07-23,,3275,0
P0000651,L000044,2025-08-23,,3275,0
P0000652,L000044,2025-09-23,,3275,0
P0000653,L000044,2025-10-23,,3275,0
P0000654,L000045,2025-05-02,,1888,0
P0000655,L000045,2025-06-02,,1888,0
P0000656,L000045,2025-07-02,,1888,0
P0000657,L000045,2025-08-02,,1888,0
P0000658,L000045,2025-09-02,,1888,0
P0000659,L000045,2025-10-02,,1888,0
P0000660,L000046,2025-04-09,2025-04-15,2365,2365
P0000661,L000046,2025-05-09,,2365,0
P0000662,L000046,2025-06-09,,2365,0
P0000663,L000046,2025-07-09,,2365,0
P0000664,L000046,2025-08-09,,2365,0
P0000665,L000046,2025-09-09,,2365,0
P0000666,L000047,2024-12-27,2024-12-30,2373,2373
P0000667,L000047,2025-01-27,2025-02-05,2373,2373
P0000668,L000047,2025-02-27,2025-03-07,2373,2373
P0000669,L000047,2025-03-27,2025-04-05,2373,2373
P0000670,L000047,2025-04-27,,2373,0
P0000671,L000047,2025-05-27,,2373,0
P0000672,L000047,2025-06-27,,2373,0
P0000673,L000047,2025-07-27,,2373,0
P0000674,L000047,2025-08-27,,2373,0
P0000675,L000047,2025-09-27,,2373,0
P0000676,L000047,2025-10-27,,2373,0
P0000677,L000047,2025-11-27,,2373,0
P0000678,L000047,2025-12-27,,2373,0
P0000679,L000047,2026-01-27,,2373,0
P0000680,L000047,2026-02-27,,2373,0
P0000681,L000047,2026-03-27,,2373,0
P0000682,L000047,2026-04-27,,2373,0
P0000683,L000047,2026-05-27,,2373,0
P0000684,L000048,2024-01-17,2024-01-24,14464,14464
P0000685,L000048,2024-02-17,2024-02-17,14464,14464
P0000686,L000048,2024-03-17,2024-03-18,14464,14464
P0000687,L000048,2024-04-17,2024-04-21,14464,14464
P0000688,L000048,2024-05-17,2024-05-27,14464,14464
P0000689,L000048,2024-06-17,2024-06-27,14464,14464
P0000690,L000049,2023-10-15,2023-10-25,2345,2345
P0000691,L000049,2023-11-15,2023-11-20,2345,2345
P0000692,L000049,2023-12-15,2023-12-20,2345,2345
P0000693,L000049,2024-01-15,2024-01-22,2345,2345
P0000694,L000049,2024-02-15,2024-02-15,2345,2345
P0000695,L000049,2024-03-15,2024-03-18,2345,2345
P0000696,L000049,2024-04-15,2024-04-24,2345,2345
P0000697,L000049,2024-05-15,2024-05-18,2345,2345
P0000698,L000049,2024-06-15,2024-06-19,2345,2345
P0000699,L000049,2024-07-15,2024-07-25,2345,2345
P0000700,L000049,2024-08-15,2024-08-17,2345,2345
P0000701,L000049,2024-09-15,2024-09-22,2345,2345
P0000702,L000049,2024-10-15,2024-10-16,2345,2345
P0000703,L000049,2024-11-15,2024-11-23,2345,2345
P0000704,L000049,2024-12-15,2024-12-21,2345,2345
P0000705,L000049,2025-01-15,2025-01-21,2345,2345
P0000706,L000049,2025-02-15,2025-02-24,2345,2345
P0000707,L000049,2025-03-15,2025-03-17,2345,2345
P0000708,L000049,2025-04-15,,2345,0
P0000709,L000049,2025-05-15,,2345,0
P0000710,L000049,2025-06-15,,2345,0
P0000711,L000049,2025-07-15,,2345,0
P0000712,L000049,2025-08-15,,2345,0
P0000713,L000049,2025-09-15,,2345,0
P0000714,L000050,2024-10-28,2024-11-02,1649,1649
P0000715,L000050,2024-11-28,2024-11-30,1649,1649
P0000716,L000050,2024-12-28,2025-01-06,1649,1649
P0000717,L000050,2025-01-28,2025-02-07,1649,1649
P0000718,L000050,2025-02-28,2025-02-28,1649,1649
P0000719,L000050,2025-03-28,2025-04-02,1649,1649
P0000720,L000051,2024-09-09,2024-09-09,1533,1533
P0000721,L000051,2024-10-09,2024-10-18,1533,1533
P0000722,L000051,2024-11-09,2024-11-11,1533,1533
P0000723,L000051,2024-12-09,2024-12-15,1533,1533
P0000724,L000051,2025-01-09,2025-01-09,1533,1533
P0000725,L000051,2025-02-09,2025-02-09,1533,1533
P0000726,L000051,2025-03-09,2025-03-09,1533,1533
P0000727,L000051,2025-04-09,,1533,0
P0000728,L000051,2025-05-09,,1533,0
P0000729,L000051,2025-06-09,,1533,0
P0000730,L000051,2025-07-09,,1533,0
P0000731,L000051,2025-08-09,,1533,0
P0000732,L000051,2025-09-09,,1533,0
P0000733,L000051,2025-10-09,,1533,0
P0000734,L000051,2025-11-09,,1533,0
P0000735,L000051,2025-12-09,,1533,0
P0000736,L000051,2026-01-09,,1533,0
P0000737,L000051,2026-02-09,,1533,0
P0000738,L000052,2024-08-31,2024-09-01,2238,2238
P0000739,L000052,2024-09-30,2024-10-01,2238,2238
P0000740,L000052,2024-10-31,2024-11-10,2238,2238
P0000741,L000052,2024-11-30,2024-11-30,2238,2238
P0000742,L000052,2024-12-31,2025-01-01,2238,2238
P0000743,L000052,2025-01-31,2025-02-05,2238,2238
P0000744,L000053,2023-06-21,2023-06-27,13075,13075
P0000745,L000053,2023-07-21,2023-07-22,13075,13075
P0000746,L000053,2023-08-21,2023-08-27,13075,13075
P0000747,L000053,2023-09-21,2023-09-22,13075,13075
P0000748,L000053,2023-10-21,2023-10-30,13075,13075
P0000749,L000053,2023-11-21,2023-11-28,13075,13075
P0000750,L000054,2023-09-04,2023-09-07,5860,5860
P0000751,L000054,2023-10-04,2023-10-12,5860,5860
P0000752,L000054,2023-11-04,2023-11-08,5860,5860
P0000753,L000054,2023-12-04,2023-12-08,5860,5860
P0000754,L000054,2024-01-04,2024-01-13,5860,5860
P0000755,L000054,2024-02-04,2024-02-14,5860,5860
P0000756,L000054,2024-03-04,2024-03-12,5860,5860
P0000757,L000054,2024-04-04,2024-04-05,5860,5860
P0000758,L000054,2024-05-04,2024-05-06,5860,5860
P0000759,L000054,2024-06-04,2024-06-05,5860,5860
P0000760,L000054,2024-07-04,2024-07-07,5860,5860
P0000761,L000054,2024-08-04,2024-08-04,5860,5860
P0000762,L000055,2024-07-23,2024-07-23,6014,6014
P0000763,L000055,2024-08-23,2024-09-02,6014,6014
P0000764,L000055,2024-09-23,2024-10-01,6014,6014
P0000765,L000055,2024-10-23,2024-10-31,6014,6014
P0000766,L000055,2024-11-23,2024-11-25,6014,6014
P0000767,L000055,2024-12-23,2025-01-02,6014,6014
P0000768,L000055,2025-01-23,2025-01-26,6014,6014
P0000769,L000055,2025-02-23,2025-03-03,6014,6014
P0000770,L000055,2025-03-23,2025-03-27,6014,6014
P0000771,L000055,2025-04-23,,6014,0
P0000772,L000055,2025-05-23,,6014,0
P0000773,L000055,2025-06-23,,6014,0
P0000774,L000055,2025-07-23,,6014,0
P0000775,L000055,2025-08-23,,6014,0
P0000776,L000055,2025-09-23,,6014,0
P0000777,L000055,2025-10-23,,6014,0
P0000778,L000055,2025-11-23,,6014,0
P0000779,L000055,2025-12-23,,6014,0
P0000780,L000055,2026-01-23,,6014,0
P0000781,L000055,2026-02-23,,6014,0
P0000782,L000055,2026-03-23,,6014,0
P0000783,L000055,2026-04-23,,6014,0
P0000784,L000055,2026-05-23,,6014,0
P0000785,L000055,2026-06-23,,6014,0
P0000786,L000056,2023-06-02,2023-06-12,611,611
P0000787,L000056,2023-07-02,2023-07-08,611,611
P0000788,L000056,2023-08-02,2023-08-11,611,611
P0000789,L000056,2023-09-02,2023-09-11,611,611
P0000790,L000056,2023-10-02,2023-10-02,611,611
P0000791,L000056,2023-11-02,2023-11-12,611,611
P0000792,L000056,2023-12-02,2023-12-12,611,611
P0000793,L000056,2024-01-02,2024-01-10,611,611
P0000794,L000056,2024-02-02,2024-02-08,611,611
P0000795,L000056,2024-03-02,2024-03-09,611,611
P0000796,L000056,2024-04-02,2024-04-04,611,611
P0000797,L000056,2024-05-02,2024-05-05,611,611
P0000798,L000057,2024-11-23,2024-12-03,3109,3109
P0000799,L000057,2024-12-23,2024-12-26,3109,3109
P0000800,L000057,2025-01-23,2025-01-24,3109,3109
P0000801,L000057,2025-02-23,2025-02-23,3109,3109
P0000802,L000057,2025-03-23,2025-03-27,3109,3109
P0000803,L000057,2025-04-23,,3109,0
P0000804,L000057,2025-05-23,,3109,0
P0000805,L000057,2025-06-23,,3109,0
P0000806,L000057,2025-07-23,,3109,0
P0000807,L000057,2025-08-23,,3109,0
P0000808,L000057,2025-09-23,,3109,0
P0000809,L000057,2025-10-23,,3109,0
P0000810,L000058,2025-04-25,,2045,0
P0000811,L000058,2025-05-25,,2045,0
P0000812,L000058,2025-06-25,,2045,0
P0000813,L000058,2025-07-25,,2045,0
P0000814,L000058,2025-08-25,,2045,0
P0000815,L000058,2025-09-25,,2045,0
P0000816,L000058,2025-10-25,,2045,0
P0000817,L000058,2025-11-25,,2045,0
P0000818,L000058,2025-12-25,,2045,0
P0000819,L000058,2026-01-25,,2045,0
P0000820,L000058,2026-02-25,,2045,0
P0000821,L000058,2026-03-25,,2045,0
P0000822,L000058,2026-04-25,,2045,0
P0000823,L000058,2026-05-25,,2045,0
P0000824,L000058,2026-06-25,,2045,0
P0000825,L000058,2026-07-25,,2045,0
P0000826,L000058,2026-08-25,,2045,0
P0000827,L000058,2026-09-25,,2045,0
P0000828,L000059,2023-11-06,2023-11-16,1666,1666
P0000829,L000059,2023-12-06,2023-12-10,1666,1666
P0000830,L000059,2024-01-06,2024-01-14,1666,1666
P0000831,L000059,2024-02-06,2024-02-07,1666,1666
P0000832,L000059,2024-03-06,2024-03-13,1666,1666
P0000833,L000059,2024-04-06,2024-04-16,1666,1666
P0000834,L000059,2024-05-06,2024-05-13,1666,1666
P0000835,L000059,2024-06-06,2024-06-16,1666,1666
P0000836,L000059,2024-07-06,2024-07-09,1666,1666
P0000837,L000059,2024-08-06,2024-08-16,1666,1666
P0000838,L000059,2024-09-06,2024-09-12,1666,1666
P0000839,L000059,2024-10-06,2024-10-11,1666,1666
P0000840,L000059,2024-11-06,2024-11-11,1666,1666
P0000841,L000059,2024-12-06,2024-12-12,1666,1666
P0000842,L000059,2025-01-06,2025-01-07,1666,1666
P0000843,L000059,2025-02-06,2025-02-15,1666,1666
P0000844,L000059,2025-03-06,2025-03-08,1666,1666
P0000845,L000059,2025-04-06,2025-04-08,1666,1666
P0000846,L000059,2025-05-06,,1666,0
P0000847,L000059,2025-06-06,,1666,0
P0000848,L000059,2025-07-06,,1666,0
P0000849,L000059,2025-08-06,,1666,0
P0000850,L000059,2025-09-06,,1666,0
P0000851,L000059,2025-10-06,,1666,0
P0000852,L000060,2023-09-21,2023-09-22,6289,6289
P0000853,L000060,2023-10-21,2023-10-29,6289,6289
P0000854,L000060,2023-11-21,2023-11-29,6289,6289
P0000855,L000060,2023-12-21,2023-12-23,6289,6289
P0000856,L000060,2024-01-21,2024-01-23,6289,6289
P0000857,L000060,2024-02-21,2024-02-21,6289,6289
P0000858,L000061,2024-02-19,2024-02-20,568,568
P0000859,L000061,2024-03-19,,568,0
P0000860,L000061,2024-04-19,,568,0
P0000861,L000061,2024-05-19,,568,0
P0000862,L000061,2024-06-19,,568,0
P0000863,L000061,2024-07-19,,568,0
P0000864,L000061,2024-08-19,,568,0
P0000865,L000061,2024-09-19,,568,0
P0000866,L000061,2024-10-19,,568,0
P0000867,L000061,2024-11-19,,568,0
P0000868,L000061,2024-12-19,,568,0
P0000869,L000061,2025-01-19,,568,0
P0000870,L000061,2025-02-19,,568,0
P0000871,L000061,2025-03-19,,568,0
P0000872,L000061,2025-04-19,,568,0
P0000873,L000061,2025-05-19,,568,0
P0000874,L000061,2025-06-19,,568,0
P0000875,L000061,2025-07-19,,568,0
P0000876,L000061,2025-08-19,,568,0
P0000877,L000061,2025-09-19,,568,0
P0000878,L000061,2025-10-19,,568,0
P0000879,L000061,2025-11-19,,568,0
P0000880,L000061,2025-12-19,,568,0
P0000881,L000061,2026-01-19,,568,0
P0000882,L000062,2025-01-30,2025-02-07,482,482
P0000883,L000062,2025-02-28,2025-03-06,482,482
P0000884,L000062,2025-03-30,2025-04-03,482,482
P0000885,L000062,2025-04-30,,482,0
P0000886,L000062,2025-05-30,,482,0
P0000887,L000062,2025-06-30,,482,0
P0000888,L000062,2025-07-30,,482,0
P0000889,L000062,2025-08-30,,482,0
P0000890,L000062,2025-09-30,,482,0
P0000891,L000062,2025-10-30,,482,0
P0000892,L000062,2025-11-30,,482,0
P0000893,L000062,2025-12-30,,482,0
P0000894,L000062,2026-01-30,,482,0
P0000895,L000062,2026-02-28,,482,0
P0000896,L000062,2026-03-30,,482,0
P0000897,L000062,2026-04-30,,482,0
P0000898,L000062,2026-05-30,,482,0
P0000899,L000062,2026-06-30,,482,0
P0000900,L000062,2026-07-30,,482,0
P0000901,L000062,2026-08-30,,482,0
P0000902,L000062,2026-09-30,,482,0
P0000903,L000062,2026-10-30,,482,0
P0000904,L000062,2026-11-30,,482,0
P0000905,L000062,2026-12-30,,482,0
P0000906,L000063,2024-03-15,2024-03-16,2651,2651
P0000907,L000063,2024-04-15,2024-04-22,2651,2651
P0000908,L000063,2024-05-15,2024-05-21,2651,2651
P0000909,L000063,2024-06-15,2024-06-16,2651,2651
P0000910,L000063,2024-07-15,2024-07-25,2651,2651
P0000911,L000063,2024-08-15,2024-08-25,2651,2651
P0000912,L000064,2024-11-05,2024-11-15,2105,2105
P0000913,L000064,2024-12-05,2024-12-08,2105,2105
P0000914,L000064,2025-01-05,2025-01-05,2105,2105
P0000915,L000064,2025-02-05,2025-02-07,2105,2105
P0000916,L000064,2025-03-05,2025-03-08,2105,2105
P0000917,L000064,2025-04-05,2025-04-11,2105,2105
P0000918,L000064,2025-05-05,,2105,0
P0000919,L000064,2025-06-05,,2105,0
P0000920,L000064,2025-07-05,,2105,0
P0000921,L000064,2025-08-05,,2105,0
P0000922,L000064,2025-09-05,,2105,0
P0000923,L000064,2025-10-05,,2105,0
P0000924,L000064,2025-11-05,,2105,0
P0000925,L000064,2025-12-05,,2105,0
P0000926,L000064,2026-01-05,,2105,0
P0000927,L000064,2026-02-05,,2105,0
P0000928,L000064,2026-03-05,,2105,0
P0000929,L000064,2026-04-05,,2105,0
P0000930,L000064,2026-05-05,,2105,0
P0000931,L000064,2026-06-05,,2105,0
P0000932,L000064,2026-07-05,,2105,0
P0000933,L000064,2026-08-05,,2105,0
P0000934,L000064,2026-09-05,,2105,0
P0000935,L000064,2026-10-05,,2105,0
P0000936,L000065,2024-02-19,2024-02-23,2306,2306
P0000937,L000065,2024-03-19,2024-03-20,2306,2306
P0000938,L000065,2024-04-19,2024-04-29,2306,2306
P0000939,L000065,2024-05-19,2024-05-25,2306,2306
P0000940,L000065,2024-06-19,2024-06-28,2306,2306
P0000941,L000065,2024-07-19,2024-07-22,2306,2306
P0000942,L000066,2024-05-21,2024-05-27,555,555
P0000943,L000066,2024-06-21,2024-06-29,555,555
P0000944,L000066,2024-07-21,2024-07-24,555,555
P0000945,L000066,2024-08-21,2024-08-26,555,555
P0000946,L000066,2024-09-21,2024-10-01,555,555
P0000947,L000066,2024-10-21,2024-10-30,555,555
P0000948,L000066,2024-11-21,2024-11-30,555,555
P0000949,L000066,2024-12-21,2024-12-22,555,555
P0000950,L000066,2025-01-21,2025-01-27,555,555
P0000951,L000066,2025-02-21,2025-02-28,555,555
P0000952,L000066,2025-03-21,2025-03-27,555,555
P0000953,L000066,2025-04-21,,555,0
P0000954,L000066,2025-05-21,,555,0
P0000955,L000066,2025-06-21,,555,0
P0000956,L000066,2025-07-21,,555,0
P0000957,L000066,2025-08-21,,555,0
P0000958,L000066,2025-09-21,,555,0
P0000959,L000066,2025-10-21,,555,0
P0000960,L000067,2025-03-22,2025-03-26,1565,1565
P0000961,L000067,2025-04-22,,1565,0
P0000962,L000067,2025-05-22,,1565,0
P0000963,L000067,2025-06-22,,1565,0
P0000964,L000067,2025-07-22,,1565,0
P0000965,L000067,2025-08-22,,1565,0
P0000966,L000067,2025-09-22,,1565,0
P0000967,L000067,2025-10-22,,1565,0
P0000968,L000067,2025-11-22,,1565,0
P0000969,L000067,2025-12-22,,1565,0
P0000970,L000067,2026-01-22,,1565,0
P0000971,L000067,2026-02-22,,1565,0
P0000972,L000067,2026-03-22,,1565,0
P0000973,L000067,2026-04-22,,1565,0
P0000974,L000067,2026-05-22,,1565,0
P0000975,L000067,2026-06-22,,1565,0
P0000976,L000067,2026-07-22,,1565,0
P0000977,L000067,2026-08-22,,1565,0
P0000978,L000067,2026-09-22,,1565,0
P0000979,L000067,2026-10-22,,1565,0
P0000980,L000067,2026-11-22,,1565,0
P0000981,L000067,2026-12-22,,1565,0
P0000982,L000067,2027-01-22,,1565,0
P0000983,L000067,2027-02-22,,1565,0
P0000984,L000068,2025-04-12,2025-04-12,1298,1298
P0000985,L000068,2025-05-12,,1298,0
P0000986,L000068,2025-06-12,,1298,0
P0000987,L000068,2025-07-12,,1298,0
P0000988,L000068,2025-08-12,,1298,0
P0000989,L000068,2025-09-12,,1298,0
P0000990,L000068,2025-10-12,,1298,0
P0000991,L000068,2025-11-12,,1298,0
P0000992,L000068,2025-12-12,,1298,0
P0000993,L000068,2026-01-12,,1298,0
P0000994,L000068,2026-02-12,,1298,0
P0000995,L000068,2026-03-12,,1298,0
P0000996,L000068,2026-04-12,,1298,0
P0000997,L000068,2026-05-12,,1298,0
P0000998,L000068,2026-06-12,,1298,0
P0000999,L000068,2026-07-12,,1298,0
P0001000,L000068,2026-08-12,,1298,0
P0001001,L000068,2026-09-12,,1298,0
P0001002,L000068,2026-10-12,,1298,0
P0001003,L000068,2026-11-12,,1298,0
P0001004,L000068,2026-12-12,,1298,0
P0001005,L000068,2027-01-12,,1298,0
P0001006,L000068,2027-02-12,,1298,0
P0001007,L000068,2027-03-12,,1298,0
P0001008,L000069,2025-03-04,2025-03-07,1027,1027
P0001009,L000069,2025-04-04,2025-04-06,1027,1027
P0001010,L000069,2025-05-04,,1027,0
P0001011,L000069,2025-06-04,,1027,0
P0001012,L000069,2025-07-04,,1027,0
P0001013,L000069,2025-08-04,,1027,0
P0001014,L000069,2025-09-04,,1027,0
P0001015,L000069,2025-10-04,,1027,0
P0001016,L000069,2025-11-04,,1027,0
P0001017,L000069,2025-12-04,,1027,0
P0001018,L000069,2026-01-04,,1027,0
P0001019,L000069,2026-02-04,,1027,0
P0001020,L000069,2026-03-04,,1027,0
P0001021,L000069,2026-04-04,,1027,0
P0001022,L000069,2026-05-04,,1027,0
P0001023,L000069,2026-06-04,,1027,0
P0001024,L000069,2026-07-04,,1027,0
P0001025,L000069,2026-08-04,,1027,0
P0001026,L000070,2024-12-10,2024-12-13,3007,3007
P0001027,L000070,2025-01-10,2025-01-19,3007,3007
P0001028,L000070,2025-02-10,2025-02-20,3007,3007
P0001029,L000070,2025-03-10,2025-03-11,3007,3007
P0001030,L000070,2025-04-10,,3007,0
P0001031,L000070,2025-05-10,,3007,0
P0001032,L000070,2025-06-10,,3007,0
P0001033,L000070,2025-07-10,,3007,0
P0001034,L000070,2025-08-10,,3007,0
P0001035,L000070,2025-09-10,,3007,0
P0001036,L000070,2025-10-10,,3007,0
P0001037,L000070,2025-11-10,,3007,0
P0001038,L000070,2025-12-10,,3007,0
P0001039,L000070,2026-01-10,,3007,0
P0001040,L000070,2026-02-10,,3007,0
P0001041,L000070,2026-03-10,,3007,0
P0001042,L000070,2026-04-10,,3007,0
P0001043,L000070,2026-05-10,,3007,0
P0001044,L000071,2024-03-24,2024-03-27,2707,2707
P0001045,L000071,2024-04-24,2024-05-04,2707,2707
P0001046,L000071,2024-05-24,2024-05-26,2707,2707
P0001047,L000071,2024-06-24,2024-06-29,2707,2707
P0001048,L000071,2024-07-24,2024-07-26,2707,2707
P0001049,L000071,2024-08-24,2024-09-01,2707,2707
P0001050,L000071,2024-09-24,2024-09-26,2707,2707
P0001051,L000071,2024-10-24,2024-11-03,2707,2707
P0001052,L000071,2024-11-24,2024-11-30,2707,2707
P0001053,L000071,2024-12-24,2024-12-31,2707,2707
P0001054,L000071,2025-01-24,2025-01-25,2707,2707
P0001055,L000071,2025-02-24,2025-02-26,2707,2707
P0001056,L000071,2025-03-24,2025-03-30,2707,2707
P0001057,L000071,2025-04-24,,2707,0
P0001058,L000071,2025-05-24,,2707,0
P0001059,L000071,2025-06-24,,2707,0
P0001060,L000071,2025-07-24,,2707,0
P0001061,L000071,2025-08-24,,2707,0
P0001062,L000072,2024-08-22,2024-08-31,1796,1796
P0001063,L000072,2024-09-22,2024-09-25,1796,1796
P0001064,L000072,2024-10-22,2024-10-29,1796,1796
P0001065,L000072,2024-11-22,2024-12-01,1796,1796
P0001066,L000072,2024-12-22,2024-12-26,1796,1796
P0001067,L000072,2025-01-22,2025-01-31,1796,1796
P0001068,L000072,2025-02-22,2025-03-03,1796,1796
P0001069,L000072,2025-03-22,2025-03-31,1796,1796
P0001070,L000072,2025-04-22,,1796,0
P0001071,L000072,2025-05-22,,1796,0
P0001072,L000072,2025-06-22,,1796,0
