loan_id,customer_id,amount,issue_date,term_months,interest_rate,app_score,status
L000493,C00243,43623,2024-07-13,6,0.012,625,closed
L000494,C00244,24668,2023-12-18,6,0.02,634,closed
L000495,C00244,14375,2025-03-22,6,0.02,653,active
L000496,C00244,26635,2024-05-25,12,0.02,646,active
L000497,C00245,102935,2024-07-25,18,0.012,644,active
L000498,C00245,116912,2023-03-08,6,0.012,643,closed
L000499,C00245,39880,2023-05-07,18,0.012,665,default
L000500,C00246,2339,2025-01-24,12,0.032,629,active
L000501,C00246,2981,2025-04-05,6,0.032,658,active
L000502,C00247,11910,2024-03-24,6,0.032,658,closed
L000503,C00248,8621,2025-03-10,24,0.032,648,active
L000504,C00249,58633,2024-11-21,18,0.012,654,active
L000505,C00250,77811,2024-03-17,12,0.012,683,closed
L000506,C00250,67935,2024-08-06,18,0.012,634,active
L000507,C00250,67288,2024-08-29,24,0.012,661,active
L000508,C00251,3962,2024-05-09,24,0.032,649,active
L000509,C00251,6731,2024-09-20,24,0.032,614,active
L000510,C00252,39035,2024-04-17,6,0.012,685,closed
L000511,C00252,134098,2024-09-21,12,0.012,635,active
L000512,C00253,34228,2023-08-25,18,0.02,705,closed
L000513,C00253,12170,2025-03-03,24,0.02,657,active
L000514,C00254,22349,2023-05-20,6,0.02,654,closed
L000515,C00255,24394,2024-12-08,6,0.02,651,active
L000516,C00255,36987,2024-08-21,6,0.02,632,closed
L000517,C00256,43765,2023-05-20,12,0.012,631,closed
L000518,C00256,82714,2023-11-15,6,0.012,671,closed
L000519,C00257,21485,2023-01-01,6,0.012,627,closed
L000520,C00258,7732,2024-05-28,6,0.032,673,default
L000521,C00259,24256,2024-06-21,12,0.02,636,active
L000522,C00260,51577,2024-04-04,24,0.02,681,active
L000523,C00260,23137,2023-08-04,12,0.02,633,closed
L000524,C00260,23831,2025-01-22,24,0.02,632,active
L000525,C00261,17696,2024-09-07,24,0.032,677,active
L000526,C00261,14094,2023-12-15,24,0.032,672,default
L000527,C00262,11156,2023-01-12,6,0.032,676,closed
L000528,C00262,11636,2024-11-03,6,0.032,661,default
L000529,C00263,8517,2024-11-13,12,0.032,629,active
L000530,C00263,7594,2024-12-06,24,0.032,626,default
L000531,C00263,14690,2025-02-22,18,0.032,640,active
L000532,C00264,35996,2024-08-08,18,0.012,650,active
L000533,C00265,116538,2024-07-10,12,0.012,637,active
L000534,C00265,99707,2024-11-21,18,0.012,657,active
L000535,C00266,4877,2024-11-25,24,0.032,658,default
L000536,C00266,6080,2024-02-15,12,0.032,664,closed
L000537,C00267,16357,2025-03-25,12,0.02,678,active
L000538,C00267,31136,2025-04-15,12,0.02,682,active
L000539,C00267,27117,2025-03-19,24,0.02,673,active
L000540,C00268,9185,2024-12-15,6,0.032,647,active
L000541,C00269,19814,2023-10-11,18,0.032,652,default
L000542,C00269,11207,2024-12-14,12,0.032,651,active
L000543,C00269,8426,2024-04-28,12,0.032,687,active
L000544,C00270,41711,2025-04-08,6,0.012,611,active
L000545,C00270,13611,2023-07-28,12,0.012,642,closed
L000546,C00270,41132,2024-01-04,6,0.012,639,closed
L000547,C00271,18291,2024-10-19,12,0.02,673,active
L000548,C00271,24648,2024-08-07,18,0.02,608,active
L000549,C00271,8503,2025-03-31,24,0.02,684,active
L000550,C00272,4378,2024-08-05,18,0.032,665,default
L000551,C00273,10135,2025-02-22,18,0.02,659,active
L000552,C00273,20612,2025-02-12,18,0.02,688,active
L000553,C00273,24713,2025-01-20,12,0.02,662,active
L000554,C00274,30222,2024-05-27,6,0.02,609,closed
L000555,C00274,46186,2023-09-27,6,0.02,644,closed
L000556,C00274,24992,2023-09-25,6,0.02,680,closed
L000557,C00275,13085,2024-05-16,6,0.02,684,closed
L000558,C00275,28465,2025-01-28,6,0.02,636,active
L000559,C00275,29041,2025-02-22,24,0.02,649,active
L000560,C00276,24069,2025-02-02,6,0.012,624,active
L000561,C00276,40862,2024-09-29,12,0.012,642,default
L000562,C00277,18243,2023-01-27,12,0.032,611,closed
L000563,C00278,35010,2024-01-14,6,0.012,649,closed
L000564,C00278,40660,2024-07-16,24,0.012,632,active
L000565,C00278,48632,2024-03-05,18,0.012,629,active
L000566,C00279,55585,2025-02-28,12,0.012,645,active
L000567,C00279,58822,2024-08-12,6,0.012,675,closed
L000568,C00280,5458,2025-04-12,6,0.02,653,default
L000569,C00281,61562,2025-04-09,12,0.012,653,active
L000570,C00281,58505,2025-03-10,24,0.012,621,active
L000571,C00282,51835,2025-03-07,18,0.012,611,active
L000572,C00282,48619,2025-03-09,18,0.012,682,active
L000573,C00282,53832,2025-03-12,18,0.012,626,active
L000574,C00283,13326,2024-05-30,18,0.012,691,active
L000575,C00283,12536,2023-10-14,12,0.012,637,closed
L000576,C00283,17167,2024-06-17,12,0.012,688,active
L000577,C00284,52043,2023-08-29,24,0.012,687,active
L000578,C00285,59337,2024-05-25,18,0.012,655,active
L000579,C00286,49560,2023-07-03,24,0.012,684,active
L000580,C00287,87643,2024-11-24,12,0.012,646,active
L000581,C00287,112039,2024-06-07,6,0.012,675,closed
L000582,C00288,130440,2023-01-27,18,0.012,708,closed
L000583,C00288,57685,2024-08-28,6,0.012,616,closed
L000584,C00289,38144,2025-02-21,6,0.02,653,active
L000585,C00289,37914,2024-12-08,24,0.02,612,active
L000586,C00289,18877,2025-04-05,24,0.02,565,active
L000587,C00290,126906,2023-10-15,18,0.012,675,closed
L000588,C00291,81628,2025-03-23,18,0.012,635,active
L000589,C00292,18261,2024-11-06,6,0.02,638,active
L000590,C00292,31093,2024-08-05,18,0.02,657,default
L000591,C00293,5539,2025-02-10,18,0.032,619,active
L000592,C00294,54351,2023-08-12,6,0.012,654,closed
L000593,C00294,56683,2023-03-07,18,0.012,693,closed
L000594,C00294,43431,2023-10-10,24,0.012,684,active
L000595,C00295,13589,2025-01-20,6,0.02,667,active
L000596,C00295,36120,2024-05-24,24,0.02,653,active
L000597,C00295,45605,2024-03-22,18,0.02,656,active
L000598,C00296,27854,2025-01-14,6,0.02,623,default
L000599,C00297,34065,2025-02-17,12,0.02,628,active
L000600,C00297,46898,2025-03-22,24,0.02,665,active
L000601,C00298,11168,2024-11-13,18,0.032,653,active
L000602,C00299,7914,2025-02-23,18,0.032,631,default
L000603,C00299,13919,2024-06-11,6,0.032,649,default
L000604,C00300,24294,2024-08-18,18,0.02,664,active
L000605,C00301,2088,2025-03-02,6,0.032,633,active
L000606,C00301,3881,2024-10-25,24,0.032,629,active
L000607,C00301,1661,2025-03-21,24,0.032,638,active
L000608,C00302,29043,2024-03-27,12,0.012,670,closed
L000609,C00302,50574,2023-09-06,18,0.012,642,closed
L000610,C00302,48304,2023-11-19,6,0.012,650,closed
L000611,C00303,48534,2024-01-06,6,0.012,634,closed
L000612,C00303,96062,2024-10-31,12,0.012,617,active
L000613,C00304,68435,2025-03-30,24,0.012,650,active
L000614,C00305,35763,2024-07-25,18,0.012,635,active
L000615,C00305,50150,2025-01-29,24,0.012,652,active
L000616,C00305,46974,2024-08-25,24,0.012,654,active
L000617,C00306,10668,2025-01-25,12,0.032,643,active
L000618,C00306,3541,2024-12-16,12,0.032,655,active
L000619,C00306,12268,2024-11-02,18,0.032,641,default
L000620,C00307,37515,2025-02-03,18,0.012,681,active
L000621,C00307,61490,2025-02-12,6,0.012,678,active
L000622,C00307,26570,2024-09-25,18,0.012,694,active
L000623,C00308,10717,2025-02-18,24,0.032,624,active
L000624,C00308,7202,2024-12-28,6,0.032,643,active
L000625,C00308,13695,2024-11-28,24,0.032,644,active
L000626,C00309,47759,2025-02-12,18,0.02,652,active
L000627,C00310,11695,2025-02-17,24,0.02,638,active
L000628,C00310,8495,2025-03-10,12,0.02,649,active
L000629,C00311,14585,2023-08-04,18,0.02,657,closed
L000630,C00311,12367,2024-09-22,18,0.02,639,active
L000631,C00311,10634,2024-03-25,12,0.02,672,closed
L000632,C00312,104966,2024-01-11,18,0.012,670,active
L000633,C00312,30098,2024-03-15,6,0.012,673,closed
L000634,C00313,46362,2024-12-31,6,0.012,595,active
L000635,C00313,52210,2024-08-22,24,0.012,645,active
L000636,C00313,18814,2024-12-22,24,0.012,638,active
L000637,C00314,54305,2024-03-31,24,0.012,671,active
L000638,C00315,19370,2024-04-20,6,0.02,704,closed
L000639,C00316,78774,2024-01-11,18,0.012,651,active
L000640,C00317,36243,2025-01-23,6,0.012,636,active
L000641,C00317,18579,2024-03-19,18,0.012,639,active
L000642,C00317,42594,2024-07-25,6,0.012,675,closed
L000643,C00318,128244,2024-11-26,12,0.012,630,active
L000644,C00318,85477,2024-09-30,24,0.012,657,active
L000645,C00318,102994,2024-08-27,6,0.012,604,closed
L000646,C00319,16120,2025-01-08,6,0.012,607,active
L000647,C00319,35997,2024-11-24,18,0.012,644,active
L000648,C00319,27210,2025-04-13,18,0.012,605,active
L000649,C00320,90084,2023-08-26,24,0.012,663,active
L000650,C00320,54089,2024-10-07,18,0.012,621,active
L000651,C00321,17958,2024-11-26,18,0.02,636,active
L000652,C00321,6191,2024-12-02,24,0.02,677,active
L000653,C00322,14399,2024-12-22,24,0.012,632,active
L000654,C00322,29161,2024-05-15,12,0.012,679,active
L000655,C00323,20940,2023-08-09,18,0.02,663,closed
L000656,C00323,17408,2024-04-28,24,0.02,642,default
L000657,C00324,59774,2025-01-15,6,0.012,650,active
L000658,C00324,60029,2024-02-24,12,0.012,617,closed
L000659,C00325,72059,2025-01-01,6,0.012,632,active
L000660,C00325,123437,2023-05-08,6,0.012,664,closed
L000661,C00325,43125,2024-11-03,6,0.012,619,active
L000662,C00326,7888,2024-09-26,12,0.02,655,active
L000663,C00326,16830,2024-05-23,18,0.02,638,active
L000664,C00327,19178,2024-12-04,6,0.02,665,active
L000665,C00328,16052,2024-12-18,6,0.032,607,default
L000666,C00328,5103,2024-10-30,12,0.032,682,active
L000667,C00328,14110,2024-12-08,12,0.032,650,active
L000668,C00329,13640,2024-05-22,24,0.012,700,active
L000669,C00329,14273,2024-06-25,24,0.012,665,active
L000670,C00330,16941,2023-11-16,24,0.032,654,active
L000671,C00330,6561,2023-07-27,24,0.032,659,active
L000672,C00330,6460,2024-03-15,24,0.032,633,active
L000673,C00331,26961,2025-02-27,6,0.012,631,active
L000674,C00331,59936,2024-12-31,6,0.012,610,default
L000675,C00331,36406,2024-10-09,24,0.012,651,active
L000676,C00332,74840,2024-09-06,6,0.012,654,closed
L000677,C00332,104176,2024-12-06,6,0.012,650,active
L000678,C00332,131679,2025-02-09,12,0.012,669,active
L000679,C00333,29303,2024-03-09,6,0.02,670,closed
L000680,C00333,23391,2024-10-28,6,0.02,640,active
L000681,C00333,22057,2024-08-11,18,0.02,659,active
L000682,C00334,25488,2023-11-26,24,0.02,610,active
L000683,C00335,37359,2025-04-01,6,0.012,637,active
L000684,C00336,18166,2023-06-15,6,0.02,673,closed
L000685,C00337,34674,2024-03-10,24,0.012,683,active
L000686,C00338,75452,2025-01-23,18,0.012,703,active
L000687,C00338,62241,2025-03-30,18,0.012,697,active
L000688,C00338,92381,2025-01-11,12,0.012,661,active
L000689,C00339,31792,2025-03-25,18,0.02,665,active
L000690,C00339,47332,2025-03-15,12,0.02,662,active
L000691,C00339,27948,2025-03-22,12,0.02,676,active
L000692,C00340,47583,2024-09-07,12,0.02,631,active
L000693,C00341,23569,2025-01-24,12,0.02,612,default
L000694,C00342,42894,2025-02-08,18,0.02,602,active
L000695,C00342,32357,2024-09-25,18,0.02,600,active
L000696,C00342,44691,2024-09-01,12,0.02,654,active
L000697,C00343,21414,2024-10-13,6,0.012,648,closed
L000698,C00343,33064,2025-04-07,24,0.012,621,active
L000699,C00344,22827,2024-12-07,6,0.012,679,active
L000700,C00344,17865,2024-03-19,12,0.012,677,default
L000701,C00345,42550,2024-11-17,24,0.012,664,active
L000702,C00346,27429,2025-03-22,6,0.02,643,active
L000703,C00346,29691,2025-04-10,18,0.02,666,active
L000704,C00347,8654,2025-04-11,12,0.032,686,active
L000705,C00347,12186,2025-04-11,24,0.032,626,active
L000706,C00347,9234,2025-04-10,6,0.032,617,active
L000707,C00348,76093,2025-04-10,24,0.012,632,active
L000708,C00349,32768,2024-12-11,12,0.012,630,active
L000709,C00349,22893,2023-12-10,18,0.012,670,active
L000710,C00350,8715,2024-08-23,6,0.02,689,closed
L000711,C00351,13199,2025-02-13,18,0.02,612,active
L000712,C00352,99008,2024-02-25,18,0.012,658,active
L000713,C00352,89134,2024-02-18,24,0.012,668,active
L000714,C00353,35443,2024-04-10,24,0.02,659,active
L000715,C00353,15987,2023-04-17,6,0.02,623,closed
L000716,C00353,20936,2024-12-31,12,0.02,651,active
L000717,C00354,11333,2024-01-13,6,0.02,650,closed
L000718,C00355,70644,2024-03-11,12,0.012,637,closed
L000719,C00355,66048,2024-04-20,12,0.012,626,active
L000720,C00355,56627,2025-01-21,18,0.012,582,active
L000721,C00356,33568,2024-11-16,12,0.012,635,active
L000722,C00356,40882,2024-05-28,18,0.012,683,active
L000723,C00356,86896,2023-07-23,24,0.012,673,active
L000724,C00357,22813,2023-01-04,18,0.02,680,closed
L000725,C00357,31840,2023-03-30,24,0.02,678,default
L000726,C00357,18259,2023-04-03,6,0.02,673,closed
L000727,C00358,8309,2025-03-18,18,0.02,672,active
L000728,C00359,72313,2023-09-10,12,0.012,659,closed
L000729,C00359,117220,2024-01-24,12,0.012,619,closed
L000730,C00359,73189,2024-08-01,12,0.012,652,active
L000731,C00360,113375,2024-09-26,18,0.012,624,active
L000732,C00360,100303,2024-11-14,18,0.012,646,active
L000733,C00361,30992,2023-09-05,24,0.012,629,active
L000734,C00361,45559,2024-10-17,24,0.012,615,active
L000735,C00361,56574,2023-10-13,18,0.012,697,closed
L000736,C00362,3736,2024-11-27,18,0.032,654,active
L000737,C00363,51976,2024-05-01,18,0.012,662,active
L000738,C00364,12428,2025-03-08,6,0.02,636,active
L000739,C00364,4601,2025-04-08,24,0.02,652,active
L000740,C00365,22334,2025-01-07,12,0.02,660,active
L000741,C00365,19607,2024-05-16,24,0.02,648,active
L000742,C00366,89874,2024-08-30,24,0.012,638,active
L000743,C00366,69835,2025-01-10,18,0.012,613,active
L000744,C00367,13448,2024-11-28,12,0.02,646,active
L000745,C00367,27339,2025-01-29,18,0.02,588,active
L000746,C00368,33226,2024-07-22,12,0.012,688,active
L000747,C00368,35526,2025-04-02,12,0.012,617,active
L000748,C00369,61487,2025-03-07,6,0.02,626,active
L000749,C00369,34676,2024-12-13,24,0.02,681,default
L000750,C00370,19868,2024-05-05,18,0.032,654,active
L000751,C00371,45044,2023-11-01,12,0.02,674,closed
L000752,C00371,14409,2024-08-18,12,0.02,626,active
L000753,C00372,119444,2025-01-12,24,0.012,665,active
L000754,C00372,55216,2025-03-16,6,0.012,625,active
L000755,C00372,106066,2025-02-05,18,0.012,656,active
L000756,C00373,43097,2024-03-10,6,0.02,638,closed
L000757,C00373,25713,2023-01-28,12,0.02,690,closed
L000758,C00373,32226,2024-01-13,6,0.02,627,closed
L000759,C00374,41666,2024-11-08,12,0.012,615,active
L000760,C00374,67945,2024-11-27,18,0.012,630,active
L000761,C00374,63651,2024-11-29,24,0.012,652,active
L000762,C00375,4275,2023-07-03,6,0.032,649,closed
L000763,C00375,8511,2023-04-14,24,0.032,662,closed
L000764,C00376,47560,2023-06-14,24,0.012,658,active
L000765,C00377,5566,2024-02-16,6,0.032,656,closed
L000766,C00377,7920,2023-09-22,6,0.032,624,closed
L000767,C00377,8207,2024-01-17,18,0.032,632,active
L000768,C00378,3942,2024-02-12,24,0.032,635,active
L000769,C00378,1199,2024-03-02,18,0.032,655,active
L000770,C00379,51639,2025-03-08,24,0.012,661,active
L000771,C00379,33993,2024-11-06,6,0.012,648,active
L000772,C00379,30097,2025-02-15,24,0.012,631,active
L000773,C00380,41028,2023-10-01,18,0.012,677,closed
L000774,C00380,52719,2024-04-02,6,0.012,640,closed
L000775,C00380,58454,2025-01-26,12,0.012,628,active
L000776,C00381,18456,2023-05-10,24,0.02,641,active
L000777,C00382,29928,2025-01-30,24,0.012,650,active
L000778,C00382,36598,2024-11-16,12,0.012,610,active
L000779,C00382,37071,2024-09-19,6,0.012,616,closed
L000780,C00383,8098,2025-02-06,24,0.02,702,active
L000781,C00383,13716,2024-10-30,6,0.02,650,active
L000782,C00383,16551,2024-03-19,12,0.02,586,closed
L000783,C00384,67126,2025-03-23,6,0.012,606,active
L000784,C00384,63805,2024-04-29,24,0.012,654,active
L000785,C00384,116874,2024-05-28,24,0.012,697,active
L000786,C00385,12934,2024-05-31,24,0.02,671,active
L000787,C00385,12814,2024-05-21,18,0.02,702,active
L000788,C00385,7500,2024-03-31,18,0.02,666,active
L000789,C00386,62186,2024-04-16,18,0.012,693,active
L000790,C00386,85270,2024-05-02,6,0.012,647,closed
L000791,C00386,53683,2023-06-05,24,0.012,678,active
L000792,C00387,45183,2023-06-24,18,0.02,629,closed
L000793,C00387,43315,2023-03-22,18,0.02,681,default
L000794,C00387,59187,2025-02-04,18,0.02,628,active
L000795,C00388,1625,2025-01-05,12,0.032,681,active
L000796,C00388,2541,2025-03-15,6,0.032,642,active
L000797,C00389,36227,2024-09-07,12,0.02,621,active
L000798,C00390,49458,2024-02-11,12,0.012,692,closed
L000799,C00391,23126,2025-03-20,18,0.02,640,active
L000800,C00392,107784,2025-04-07,18,0.012,646,active
L000801,C00392,149506,2025-03-10,18,0.012,607,active
L000802,C00393,25877,2024-09-26,24,0.02,614,active
L000803,C00393,22720,2024-10-26,12,0.02,642,active
L000804,C00393,40130,2024-03-11,18,0.02,662,active
L000805,C00394,24370,2024-09-15,24,0.02,605,active
L000806,C00395,20831,2024-03-13,12,0.02,682,closed
L000807,C00395,19417,2024-10-09,24,0.02,668,active
L000808,C00396,24693,2024-09-16,24,0.02,617,default
L000809,C00396,51517,2024-09-07,24,0.02,585,active
L000810,C00397,144449,2025-03-02,24,0.012,607,active
L000811,C00398,67625,2023-07-24,18,0.012,697,closed
L000812,C00398,55697,2023-02-01,24,0.012,623,closed
L000813,C00398,116488,2023-09-05,24,0.012,669,active
L000814,C00399,37422,2025-04-02,18,0.012,679,active
L000815,C00400,4577,2024-08-30,6,0.02,602,closed
L000816,C00400,16149,2025-02-19,24,0.02,648,active
L000817,C00400,16369,2024-12-06,6,0.02,634,active
L000818,C00401,105325,2024-10-24,6,0.012,598,active
L000819,C00401,58273,2025-04-11,6,0.012,659,active
L000820,C00401,100402,2025-01-03,24,0.012,630,active
L000821,C00402,11428,2024-12-19,18,0.032,647,active
L000822,C00402,5147,2025-02-15,12,0.032,646,default
L000823,C00403,30555,2025-01-06,24,0.012,625,active
L000824,C00403,44500,2025-03-12,18,0.012,633,active
L000825,C00403,67618,2023-10-18,6,0.012,639,closed
L000826,C00404,51113,2024-06-18,12,0.012,683,active
L000827,C00405,20269,2025-03-31,18,0.02,619,active
L000828,C00405,41500,2024-11-10,12,0.02,640,active
L000829,C00406,14961,2024-09-14,12,0.02,603,default
L000830,C00406,23217,2024-06-18,12,0.02,643,active
L000831,C00407,16622,2025-04-10,12,0.02,632,active
L000832,C00407,20698,2025-01-07,18,0.02,617,active
L000833,C00407,27077,2025-01-11,24,0.02,638,active
L000834,C00408,15134,2024-05-26,6,0.02,648,closed
L000835,C00408,14226,2024-10-08,6,0.02,659,closed
L000836,C00409,63826,2025-01-16,6,0.012,667,active
L000837,C00409,99160,2025-02-11,12,0.012,601,active
L000838,C00410,73419,2024-12-15,18,0.012,622,active
L000839,C00411,31140,2025-03-30,6,0.02,641,active
L000840,C00411,15010,2025-03-22,18,0.02,646,active
L000841,C00411,14503,2024-10-31,24,0.02,626,active
L000842,C00412,32027,2024-05-08,6,0.02,658,closed
L000843,C00412,44730,2025-03-31,18,0.02,601,default
L000844,C00412,20883,2024-04-18,24,0.02,629,active
L000845,C00413,4328,2025-03-19,12,0.032,648,active
L000846,C00413,1864,2024-03-28,12,0.032,687,closed
L000847,C00414,9014,2025-01-27,24,0.02,661,active
L000848,C00414,27686,2024-06-07,24,0.02,662,active
L000849,C00415,41419,2025-02-12,6,0.012,625,active
L000850,C00415,49030,2024-02-21,24,0.012,644,active
L000851,C00415,67394,2023-10-18,18,0.012,643,active
L000852,C00416,2484,2024-10-21,18,0.032,633,active
L000853,C00416,3024,2024-09-17,18,0.032,633,active
L000854,C00416,2961,2025-03-03,12,0.032,660,active
L000855,C00417,21008,2025-03-28,12,0.02,680,active
L000856,C00418,8418,2025-02-20,18,0.032,620,active
L000857,C00419,53074,2024-11-28,12,0.012,641,active
L000858,C00420,12942,2025-01-30,24,0.02,652,active
